Job Title,Company Name,Location,Sector
"Senior Data Scientist, Live Ops Analytics","Activision Blizzard
3.6","Woodland Hills, CA",Media
Associate Scientist I - Analytical Ops,"Integrated Resources, Inc
3.1","Santa Monica, CA",Business Services
Data Analyst / Developer,"Kforce
4.1","Los Angeles, CA",Business Services
Analytics Manager,"Oxford Road
3.8","Los Angeles, CA",Business Services
Machine Learning Engineer - HBO Max,"Warner Media LLC
3.7","Los Angeles, CA",Media
"Director, Data Science (LA, NY or SF)","Cadreon
3.2","Los Angeles, CA",Business Services
Data Analyst - Personalization,"Internet Brands, Inc.
3.5","Los Angeles, CA",Information Technology
Pre-Clinical Imaging Field Application Scientist,"Perkinelmer
3.2","Los Angeles, CA",Biotech & Pharmaceuticals
X-Ray Tomography Scientist,"The Aerospace Corporation
3.9","El Segundo, CA",Aerospace & Defense
Data Analyst,"Login Consulting Services
3.8","El Segundo, CA",Business Services
"Senior Thermal Modeling Engineer(Relocation to Phoenix, AZ)","Nikola Motor Company
4.6","Los Angeles, CA",Manufacturing
Data Science Resident - Galvanize Data Science Immersive Grads Only,Galvanize Inc.,"Los Angeles, CA","Construction, Repair & Maintenance"
Systems and Data Analyst,"T.H.E. Health & Wellness Centers
2.9","Los Angeles, CA",-1
Associate Scientist - Sensory - Jr (Daily/Weekly OT),"Apex Systems
3.8","Torrance, CA",Business Services
Senior Research Scientist,"TransPerfect
2.8","Los Angeles, CA",Business Services
Data Engineer- Customer Data Platform,"WB Technology
5.0","Burbank, CA",-1
Senior Data Analyst,"Mobilityware
4.5","Los Angeles, CA",Media
Scientist Process Chemist,"Provivi
4.1","Santa Monica, CA",-1
Senior Data Engineer - Information Security,"Riot Games
3.9","Los Angeles, CA",Media
Business Intelligence Analyst,"EMINENT, INC.
3.4","Cerritos, CA",Information Technology
Sr. Data Engineer - HBO Max,"Turner Broadcasting
3.7","Burbank, CA",Media
"RD Scientist, Cellular Manufacturing","CSL Behring
3.7","Pasadena, CA",Biotech & Pharmaceuticals
Clinical Lab Scientist,"California Hospital Medical Center
3.7","Los Angeles, CA",Health Care
Lead Data Scientist,"City of Hope
3.3","Irwindale, CA",Health Care
Postdoctoral Scientist - Guarnerio Lab - Cedars-Sinai Cancer,"Cedars-Sinai
3.9","Los Angeles, CA",Health Care
Senior Data Analyst,"DISQO
4.7","Glendale, CA",Business Services
"Manager, Application & Data Engineering","Gilead Sciences
3.4","Santa Monica, CA",Biotech & Pharmaceuticals
Data Analyst-HEDIS & Star,"SCAN Health Plan
3.2","Long Beach, CA",Insurance
Sr. Data Analyst,"ConsultNet, LLC
4.3","Burbank, CA",Business Services
Enterprise Data Analyst,"City National Bank
3.6","Los Angeles, CA",Finance
Call Center Analytics Manager,"Frontier Communications
2.4","Long Beach, CA",Telecommunications
Data Analyst Manager,Oakwood Search - CHURN,"Los Angeles, CA",-1
Sr Data Analyst (DW),"Aviana Global Technologies, Inc
4.2","Los Angeles, CA",Information Technology
"Manager, Data Science - Native Shopping Analytics","Honey
4.4","Los Angeles, CA",Information Technology
Senior Data Engineer,"FabFitFun
2.9","Los Angeles, CA",Consumer Services
Sr Predictive Analytics Manager,"Farmers Insurance
3.5","Los Angeles, CA",Insurance
Operation Analytics Manager,"true[x]
3.6","Los Angeles, CA",Business Services
Staff Machine Learning Engineer - HBO Max,"Turner Broadcasting
3.7","Burbank, CA",Media
Data Engineer,"Techstyle Group LLC
5.0","El Segundo, CA",Manufacturing
Systems and Data Analyst,"To Help Everyone Health & Wellness Centers
2.4","Los Angeles, CA",-1
Senior Customer Data Analyst : 20,"Akraya Inc.
4.6","Los Angeles, CA",Business Services
Senior Applied Machine Learning Engineer,"Retention Science
4.4","Santa Monica, CA",Information Technology
MEDIA DATA ANALYST,Bloom Ads Global Media Group,"Los Angeles, CA",-1
Data Engineer,Sense 360,"Culver City, CA",-1
"Laboratory Technician/Scientist Molecular Biology, Lab Operations",EvolvInc,"Carson, CA",Information Technology
REMOTE Data Analyst,Catasys Health,"Los Angeles, CA",-1
Postdoctoral Scientist - Svendsen Lab - Regenerative Medicine Institute,"Cedars-Sinai
3.9","Los Angeles, CA",Health Care
Data Analyst Junior,"Staffigo Technical Services, LLC
5.0","Los Angeles, CA",Information Technology
Big data engineer,"Resource Logistics, Inc.
4.7","Los Angeles, CA",Transportation & Logistics
Computer Scientist,Air Education and Training Command,"Los Angeles, CA",-1
"Scientist I, Manufacturing Sciences - West Hills","Advantage Resourcing
2.7","Los Angeles, CA",Business Services
Business Analyst / Data Analyst with Financial Industry Experience,"INSPIRE IT Solutions
3.0","Monterey Park, CA",-1
Radar Exploitation Scientist (Must Have Top Secret/SCI clearance) - JT,KLM Careers,"Los Angeles, CA",-1
Sr Data Engineer,"The Loot Company
2.1","Los Angeles, CA",Retail
Project Scientist - Department of Medicine - Nephrology - Karumanchi Lab,"Cedars-Sinai
3.9","Los Angeles, CA",Health Care
Data Engineer,"Age of Learning
3.3","Glendale, CA",Education
"Clinical Laboratory Scientist, Per Diem","UC Davis Medical Center
3.8","Los Angeles, CA",Health Care
Sr. Data Analyst,"SAG-AFTRA Health Plan and SAG-Producers Pension Plan
2.8","Burbank, CA",-1
"Lead Data Science Instructor, Data Scientist",Galvanize Inc.,"Los Angeles, CA","Construction, Repair & Maintenance"
"Clinical Laboratory Scientist (Per Diem, Variable Shift)","AHMC Healthcare
3.0","Monterey Park, CA",Health Care
Data Engineer,BlackLine Systems,"Woodland Hills, CA",-1
Clinical Laboratory Scientist - Generalist,"LetsGetChecked
3.8","Monrovia, CA",Health Care
"Clinical Laboratory Scientist , Med Tech","Covance
3.4","Los Angeles, CA",Biotech & Pharmaceuticals
Data Scientist,"XSELL Technologies
3.8","Chicago, IL",Information Technology
Data Scientist / Quantitative Researcher – High Frequency Futures,"Wolverine Trading
4.1","Chicago, IL",Finance
Tableau Data Engineer 20-0117,"Relativity
3.7","Chicago, IL",Information Technology
Quantitative Analyst,"Magnetar Capital
3.8","Evanston, IL",Finance
Data Analyst,"Wintrust Financial
3.9","Chicago, IL",Finance
Data Engineer,"Capital One
3.9","Chicago, IL",Finance
Principal Data Engineering Architect - Data Pipelines,"The Climate Corporation
3.3","Chicago, IL",Information Technology
Data Scientist (Entry Level),"Strike Social
4.3","Chicago, IL",Business Services
Data Engineer,"Balyasny Asset Management
3.9","Chicago, IL",Finance
Quantitative Analyst,"Cboe Global Markets
3.7","Chicago, IL",Finance
Attribute Data Analyst - NON TECHNICAL,"SPINS, LLC
3.5","Chicago, IL",Business Services
Quantitative Researcher / Quantitative Research Analyst,"Citadel Securities
4.1","Chicago, IL",Finance
Data Engineer,"Sagence
4.5","Chicago, IL",Business Services
Quantitative Researcher – Full Time,"Citadel
3.8","Chicago, IL",-1
Data Scientist,"Uptake
2.2","Chicago, IL",Information Technology
Data Analyst,"NCSA - Next College Student Athlete
3.7","Chicago, IL","Arts, Entertainment & Recreation"
Data Scientist,"Waystar
3.4","Chicago, IL",Information Technology
Data Scientist,"Harry and David, LLC
3.4","Melrose Park, IL",Retail
Data Scientist,"Goodway Group
4.2","Chicago, IL",Business Services
Data Scientist,"Kalderos
5.0","Chicago, IL",Information Technology
Quantitative Researcher – Intern (US),"Citadel Securities
4.1","Chicago, IL",Finance
Staff Business Intelligence Analyst,"Kraft Heinz Company
3.0","Chicago, IL",Manufacturing
"Data Scientist, Advanced Analytics","GoHealth
3.2","Chicago, IL",Health Care
Data Scientist 2,"Humana
3.6","Chicago, IL",Insurance
Data Scientist (remote),"Thrivent
3.3","Chicago, IL",Insurance
"Data Scientist, Intern","Fetch Rewards
4.9","Chicago, IL",Information Technology
Data Analyst,"GoHealth
3.2","Chicago, IL",Health Care
Data Scientist,"HNI
3.4","Chicago, IL",Manufacturing
Data Scientist,"Sutoer
4.7","Chicago, IL",Business Services
Data Scientist,"Photon Infotech
3.0","Chicago, IL",Information Technology
Senior Data Scientist (Experimentation),"Grubhub
3.8","Chicago, IL",Information Technology
Data Scientist 2 - Styling/Trunks Data Science & Analytics,"Nordstrom
3.6","Chicago, IL",Retail
Data Scientist - Nationwide Opportunities,"Amazon
3.9","Chicago, IL",Information Technology
Data Scientist,"Triplebyte
3.2","Chicago, IL",Information Technology
Data Scientist,Goby Inc,"Chicago, IL",Information Technology
Entry Level / Jr. Data Analyst,KesarWeb,"Chicago, IL",-1
Business Systems & Data Analyst,"Mike's Hard Lemonade
2.8","Chicago, IL",Manufacturing
Data Scientist,"Hewlett Packard Enterprise
3.8","Chicago, IL",Information Technology
Data Scientist,"Green Key Technologies
4.3","Chicago, IL",Information Technology
Data Scientist,"Capax Global
4.7","Chicago, IL",Information Technology
"Quantitative Researcher, Global Quantitative Strategies","Citadel
3.8","Chicago, IL",-1
Data Scientist,"CreditNinja
5.0","Chicago, IL",Finance
Federal - Data Scientist,"Solekai Systems Corp
4.2","Chicago, IL",Information Technology
Data Scientist,"Fisec Global
4.0","Chicago, IL",Information Technology
Senior Data Scientist,"5thColumn
3.8","Chicago, IL",Information Technology
Data Scientist,"Saggezza
2.6","Chicago, IL",Information Technology
Data Scientist/AI Scientist,"STATS PERFORM
2.7","Chicago, IL",Media
Data & Analytics Consultant,"SEI
4.6","Chicago, IL",Business Services
Data Scientist - Consultant,"Capgemini
3.8","Chicago, IL",Information Technology
Data Scientist,"Care Advisors Inc
3.5","Chicago, IL",Information Technology
Data Scientist,"iManage
4.1","Chicago, IL",Information Technology
Data Engineer,"Citadel
3.8","Chicago, IL",-1
Data Scientist,"BCforward
2.8","Chicago, IL",Information Technology
Data Scientist,"DW Simpson
4.2","Chicago, IL",Business Services
Statistician (Data Scientist) *12 month Roster* *Direct Hire*,"Internal Revenue Service
3.5","Chicago, IL",Government
Data Engineer,"SADA
4.7","Chicago, IL",Information Technology
Machine Learning/Data Scientist,Hale Testing Solutions,"Chicago, IL",-1
Data Scientist - Life Sciences,"Argonne National Laboratory
4.3","Lemont, IL",Government
Data Scientist,"NPD
3.8","Rosemont, IL",Business Services
Product Data Analyst,"Mondo
3.8","Chicago, IL",Business Services
Senior Data Scientist,"Group O
3.1","Chicago, IL",Business Services
Sr. Data Scientist,"Grubhub
3.8","Chicago, IL",Information Technology
"Principal Data Scientist, Cat Digital","Caterpillar
3.8","Chicago, IL",Manufacturing
"Applied Data Scientist, Government","Civis Analytics
3.2","Chicago, IL",Information Technology
Data Scientist,MessageControl,"Chicago, IL",Information Technology
Quantitative Research Intern - Summer,"DRW Trading Group
3.9","Chicago, IL",Finance
Data Scientist,"Smart Synergies, Inc.
2.6","Chicago, IL",Business Services
Data Scientist,"Management Decisions, Inc.
1.6","Chicago, IL",Business Services
Data Scientist/AI Scientist,"STATS LLC
2.7","Chicago, IL",Media
Data Scientist,"Two95 International Inc.
4.0","Chicago, IL",Business Services
Data Scientist / Statistical Modeler,"BMO Financial Group
3.7","Chicago, IL",Finance
"Lead Data Scientist, Client Insights - Analytics","Nuveen
3.3","Chicago, IL",Finance
Data Scientist,"Unicom Technologies INC
4.7","Chicago, IL",Information Technology
"Data Scientist, Analytics Advisor","CVS Health
2.9","Northbrook, IL",Health Care
Data Scientist - Cruises & Events,"Alcatraz Cruises
3.5","Chicago, IL",Travel & Tourism
Sr. Data Scientist (Multiple Openings),"Nielsen
3.6","Chicago, IL",Information Technology
Junior Data Analyst,"Circle Logistics
3.7","Chicago, IL",Transportation & Logistics
Data Scientist,"Maven Wave Partners
4.5","Chicago, IL",Business Services
"Wealth Management, MIS Data Scientist, Associate","JPMorgan Chase
3.9","Westmont, IL",Finance
Data & Machine Learning Scientist,"Tempus
3.3","Chicago, IL",Finance
Data Scientist,"Underwriters Laboratories
3.3","Northbrook, IL",Business Services
Data Analyst,"Undertone
3.8","Chicago, IL",Business Services
Data Scientist,"1-800-Flowers.com
2.8","Melrose Park, IL",Business Services
Senior Data Scientist,"Humana
3.6","Chicago, IL",Insurance
Quantum Data Scientist (Industrial-Process sector),"IBM
3.7","Chicago, IL",Information Technology
Data Scientist (Remote),"Kraken Digital Asset Exchange
4.5","Chicago, IL",Information Technology
Quantitative Researcher/Strategy Developer,"Sunrise Futures, LLC
3.9","Chicago, IL",Finance
Data Scientist Advanced Analytics,FNA,"Chicago, IL",-1
Data Scientist,"Spectrum Communications and Consulting
3.4","Chicago, IL",Business Services
Staff Scientist,"University of Chicago
4.0","Chicago, IL",Education
Data Scientist,"Medix
3.5","Elmhurst, IL",Business Services
Data & Machine Learning Scientist,"Tempus Labs
3.2","Chicago, IL",Biotech & Pharmaceuticals
"Quantitative Research Internship, Summer 2021","Akuna Capital
3.1","Chicago, IL",Finance
"Senior Applied Data Scientist, Government","Civis Analytics
3.2","Chicago, IL",Information Technology
Food Scientist,"TreeHouse Foods
2.5","Downers Grove, IL",Manufacturing
Analytics Consultant,"Strive Consulting
4.6","Chicago, IL",Business Services
Data Analyst,"BMO
3.2","Chicago, IL",Finance
Quantitative Researcher,"Old Mission Capital
4.7","Chicago, IL",Finance
Data scientist/computational biologist,"The University of Chicago
4.0","Chicago, IL",Education
Quantitative Researcher,"DRW Trading Group
3.9","Chicago, IL",Finance
Data Analyst,"Peterson Technology Partners
4.1","Chicago, IL",Information Technology
Quantitative Researcher,"Axiom Group
4.7","Chicago, IL",Manufacturing
Data Analyst,"University of Chicago
4.0","Chicago, IL",Education
Senior Quantitative Analyst,"Morningstar
4.0","Chicago, IL",Finance
Sr Data Scientist,"Kalderos
5.0","Chicago, IL",Information Technology
Senior Data Scientist,"Aon
3.5","Chicago, IL",Insurance
Supply Chain/Data Analyst - Merchandising,"Aerotek
3.4","Chicago, IL",Business Services
Data Scientist,"Encore Consulting Services
1.0","Rolling Meadows, IL",-1
Data Scientist,"Kehe
2.6","Naperville, IL",Business Services
Associate Food Scientist - Global Expansion Team,"Ferrara Candy Company
3.5","Maywood, IL",Manufacturing
Data Engineer,"VillageMD
4.1","Chicago, IL",Health Care
Quantitative Analyst,"Old Mission Capital
4.7","Chicago, IL",Finance
Data Analyst Intern,MT Global US INC,"Chicago, IL",-1
Data Analyst,"Ann & Robert H. Lurie Children's Hospital of Chicago
3.8","Chicago, IL",Health Care
Data Analyst,"BMO Financial Group
3.7","Chicago, IL",Finance
Quantitative Researcher – Intern,"Citadel
3.8","Chicago, IL",-1
Sr. Data Engineer,"Alliant Credit Union
3.4","Chicago, IL",Finance
Urgent Need - Data Analyst,"Kelly
3.4","Chicago, IL",Business Services
Senior Scientist-Wind Vulnerability,"Aon
3.5","Chicago, IL",Insurance
Business Intelligence Analyst,"Kemper
3.1","Chicago, IL",Insurance
Business Intelligence Analyst,"Fooda
3.4","Chicago, IL",Information Technology
Data Analyst,"TEKsystems, Inc
3.9","Chicago, IL",Business Services
Business Intelligence Analyst,"MDLIVE Inc
4.1","Chicago, IL",Health Care
Sr Quantitative Analyst,"Exelon
3.9","Chicago, IL","Oil, Gas, Energy & Utilities"
Senior Global Data Analyst / Power BI Dashboard Developer,"ALERE
2.8","Chicago, IL",Biotech & Pharmaceuticals
Senior Data Scientist,"Maven Wave Partners
4.5","Chicago, IL",Business Services
Sr. Data Analyst,"Mondo
3.8","Chicago, IL",Business Services
Quantitative Researcher,"3Red Partners
4.8","Chicago, IL",Finance
Machine Learning Engineer,"Triplebyte
3.2","Chicago, IL",Information Technology
Senior Data Scientist,"Numerator
3.9","Chicago, IL",Information Technology
Workday Data Consultant,"Collaborative Solutions
3.7","Chicago, IL",Information Technology
Business Data Analyst,"Feeding America
3.3","Chicago, IL",Non-Profit
Data Analyst,"CRS Group
4.7","Chicago, IL",Business Services
Senior Data Scientist - Telecommute,"Unitedhealth Group
3.3","Chicago, IL",Health Care
Clinical Safety Scientist I,"CTI Clinical Trial Services, Inc
4.0","Chicago, IL",Health Care
Lead Data Analyst,"First Stop Health
4.6","Chicago, IL",Health Care
Informatics Scientist - Cardiology AI,"Tempus Labs
3.2","Chicago, IL",Biotech & Pharmaceuticals
Data Scientist - Cruises & Events,"Hornblower Cruises and Events
3.3","Chicago, IL",Travel & Tourism
Software Engineer - Data Platform,"Balyasny Asset Management
3.9","Chicago, IL",Finance
Product Development Scientist - Covid 19,"Tempus Labs
3.2","Chicago, IL",Biotech & Pharmaceuticals
Principal Data Scientist- Public Sector,"IBM
3.7","Chicago, IL",Information Technology
Quantitative Analyst,"Belvedere Trading
3.4","Chicago, IL",Finance
Data Scientist,"UL, LLC","Northbrook, IL",-1
Data Engineer - QuantumBlack,"McKinsey & Company
4.4","Chicago, IL",Business Services
Data Analyst,"UST Global
4.1","Chicago, IL",Information Technology
"IoT Data Scientist - Leadeship Role - Chicago, NY, Dallas, or Atlanta","Capgemini
3.8","Chicago, IL",Information Technology
Data Analyst,"Chicago Public Schools
3.5","Chicago, IL",Education
"Quantitative Research Analyst, Global Quantitative Strategies","Citadel
3.8","Chicago, IL",-1
Data Analyst,"Diverse Lynx
3.9","Chicago, IL",Information Technology
Data Analyst,El Hogar del Nino - The Home of the Child,"Chicago, IL",-1
Senior Python Data Scientist,Cepoch,"Chicago, IL",-1
Data Engineer II,"Grubhub
3.8","Chicago, IL",Information Technology
Data Analyst,"Level Ex, Inc.
3.6","Chicago, IL",Media
Data Engineer,"Apervita
4.8","Chicago, IL",Information Technology
Junior Data Analyst,"Staffigo Technical Services, LLC
5.0","Chicago, IL",Information Technology
Data Science Consultant,"KBS Solutions
2.4","Chicago, IL",-1
Quantum Principal Data Scientist (Industrial-Discrete sector),"IBM
3.7","Chicago, IL",Information Technology
Data Analyst,"Riskonnect Inc
3.7","Chicago, IL",Information Technology
Data Engineer,"Strike Social
4.3","Chicago, IL",Business Services
Data Engineer,"Involgix
4.5","Chicago, IL",Information Technology
Data Scientist Sr. - Conversation Designer & NLP Analyst,"PNC Financial Services Group
3.4","Downers Grove, IL",Finance
Senior Data Scientist - Nationwide Opportunities,"Amazon
3.9","Chicago, IL",Information Technology
Data Engineer – Full-Time,"Citadel
3.8","Chicago, IL",-1
Sr. Decision Scientist,"Grubhub
3.8","Chicago, IL",Information Technology
Data Analyst,"Care Advisors Inc
3.5","Chicago, IL",Information Technology
Pharmacovgilance Scientist,"Kelly
3.4","Chicago, IL",Business Services
Computational Scientist-Secure Data,"University of Chicago
4.0","Chicago, IL",Education
Data Engineer,"Mondo
3.8","Chicago, IL",Business Services
Data Engineer,"Kalderos
5.0","Chicago, IL",Information Technology
Data Analyst - IntelliScript,"Milliman
3.8","Chicago, IL",Business Services
Lead Data Scientist,"Humana
3.6","Chicago, IL",Insurance
Data Engineer,"Zai Global
5.0","Chicago, IL",-1
Cloud Data Engineer,"Maven Wave Partners
4.5","Chicago, IL",Business Services
Quantitative Researcher,"NJF Global Holdings
4.2","Chicago, IL",Business Services
Data Engineer,"ServiceNow
3.7","Chicago, IL",Information Technology
Data Engineer,Arrive,"Chicago, IL",-1
Quantum Principal Data Scientist (Industrial-Process sector),"IBM
3.7","Chicago, IL",Information Technology
"Bioinformatics Scientist, Data Operations","Tempus
3.3","Chicago, IL",Finance
"Big Data Machine Learning Engineer in Chicago, IL at Key Bank","KeyBank
3.3","Chicago, IL",Finance
Data Engineer (AI/ML),"eTeam Inc.
3.7","Chicago, IL",Business Services
Business Intelligence Analyst,"IFG Companies
2.9","Chicago, IL",Insurance
Data Analyst,"TechUSA
2.7","Chicago, IL",Business Services
CSI Data Analyst,"Chicago Public Schools
3.5","Chicago, IL",Education
Data Engineer,"Keylent
3.1","Chicago, IL",-1
Sr. Data Scientist,"Wavicle Data Solutions LLC
3.9","Chicago, IL",Information Technology
Microsoft Analytics Consultant,"IBM
3.7","Chicago, IL",Information Technology
Advanced Analytics Consulting Lead,"CGN Global
3.5","Chicago, IL",Business Services
Data Analyst,"SkySource Solutions
4.1","Downers Grove, IL",Business Services
Data Analyst (Supply Chain) - May Reside Anywhere in the US - Up to 100% Travel,"Maine Pointe
4.5","Chicago, IL",Business Services
Practice Area Lead - Machine Learning - Data & Analytics,"Slalom
4.1","Chicago, IL",Business Services
Data Scientist - Sr. Analyst,"HR Pundits
2.0","Chicago, IL",Information Technology
Quantitative Researcher – Full Time (US),"Citadel Securities
4.1","Chicago, IL",Finance
Data Analyst,"Lorven Technologies Inc
4.0","Chicago, IL",Accounting & Legal
Data Modeler,"Conch Technologies, Inc
4.6","Chicago, IL",Business Services
Senior Data Scientist,"CultureFit Technology Staffing
5.0","Chicago, IL",Business Services
Machine Learning Engineer,TalentCraft,"Chicago, IL",Business Services
Data Analyst Alteryx Experience MUST,"22nd Century Technologies
3.7","Chicago, IL",Information Technology
Sr Data Scientist,"CreditNinja
5.0","Chicago, IL",Finance
Behavioral Scientist,"NICE Systems
3.7","Chicago, IL",-1
Machine Learning Engineer,"STATS PERFORM
2.7","Chicago, IL",Media
Senior Data Analyst,"Numerator
3.9","Chicago, IL",Information Technology
Senior Data Scientist,"NJF Global Holdings
4.2","Chicago, IL",Business Services
Data Engineer,"Brad's Deals
4.1","Chicago, IL",Information Technology
Data Scientist with Security Clearance,"Puyenpa Services, LLC","Chicago, IL",-1
Data Engineer,"Riskonnect
3.7","Chicago, IL",Information Technology
Senior Research Data Analyst,"University of Chicago
4.0","Chicago, IL",Education
Microsoft Dynamics CRM Data Analyst,"IBM
3.7","Chicago, IL",Information Technology
Data Analyst,"Green Key Resources
4.5","Chicago, IL",Business Services
"Senior Data Scientist in Chicago, IL at Key Bank","KeyBank
3.3","Chicago, IL",Finance
Big Data Engineer - Chicago - Future Opportunity,"Centro
4.0","Chicago, IL",Information Technology
Senior Data & Machine Learning Scientist,"Tempus
3.3","Chicago, IL",Finance
Big Data Machine Learning Engineer,"KeyBank National Association
3.3","Chicago, IL",Finance
Data Engineer,"Level Ex, Inc.
3.6","Chicago, IL",Media
Data Engineer,"Relevante, Inc
3.1","Chicago, IL",Business Services
Data Analyst,"Staffigo Technical Services, LLC
5.0","Chicago, IL",Information Technology
Senior Data & Machine Learning Scientist,"Tempus Labs
3.2","Chicago, IL",Biotech & Pharmaceuticals
Product Development Scientist - Covid 19,"Tempus
3.3","Chicago, IL",Finance
Senior Data Scientist,"Mastery Logistics Systems, Inc.","Chicago, IL",-1
Senior Data Analyst,"Leap
3.9","Chicago, IL",Non-Profit
Data Engineer,"Concurrency
3.8","Chicago, IL",Information Technology
Senior Data Analyst,"HNI
3.4","Chicago, IL",Manufacturing
DATA ENGINEER,"Sinai Health System
3.0","Chicago, IL",Health Care
Staff Big Data Engineer,"Integral Ad Science
3.5","Chicago, IL",Information Technology
Senior Data Scientist,"West Monroe Partners
4.1","Chicago, IL",Business Services
Data Engineer,"Kani Solutions
4.6","Chicago, IL",Business Services
Sr. Data Visualization Developer,"Chamberlain Group Inc
3.1","Oak Brook, IL",Manufacturing
Data Engineer,"Collabera
4.1","Chicago, IL",Information Technology
SAP Data Analyst,"Old World Industries
3.1","Northbrook, IL",Manufacturing
Senior HFT Futures Quantitative Research Scientist,"Quantlab
3.7","Chicago, IL",Finance
Sr. Data Scientist,"TMP WORLDWIDE
3.6","Chicago, IL",Business Services
Data Engineer,GradTests (gradtests.com.au),"Chicago, IL",-1
Director of Data Science,"BenchPrep
4.6","Chicago, IL",Education
Lead Real World Analytics Data Scientist,"Tempus
3.3","Chicago, IL",Finance
Data Engineer,"RAPP
3.2","Chicago, IL",Business Services
Data Engineer,"Trident Consulting
4.2","Chicago, IL",-1
Senior Data Analyst,"360pi
4.2","Chicago, IL",Information Technology
Data Analyst,TalentDash,"Chicago, IL",Information Technology
Data Engineer,"Insight Enterprises, Inc.
4.0","Chicago, IL",Information Technology
Lead Data Scientist,"CVS Health
2.9","Northbrook, IL",Health Care
Director of Data Science,"Epsilon
3.4","Chicago, IL",Business Services
AI/ML Data Engineer,"CYNET SYSTEMS
4.0","Chicago, IL",Information Technology
"Scientist Biopharm - HPLC (IEX , SEC )","Pharmaceutical Product Development
3.7","Chicago, IL",Biotech & Pharmaceuticals
Marketing Data Analyst,Show Me Leads,"Chicago, IL",-1
Analytics Consultant,"Epiq
3.6","Chicago, IL",Accounting & Legal
Data Engineer SQL-PLSQL-HANA,"ServiceNow
3.7","Chicago, IL",Information Technology
Food Scientist - Foodservice,"Conagra Brands
3.6","Chicago, IL",Manufacturing
Data Sceintist,"Antuit
4.0","Chicago, IL",Information Technology
Data Engineer,"Capax Global
4.7","Chicago, IL",Information Technology
Data Scientist- Senior Advisor,"CVS Health
2.9","Northbrook, IL",Health Care
Food Scientist,VIVA 5,"Chicago, IL",-1
Data Engineer - RBD,"Reyes Beer Division
3.3","Rosemont, IL",Business Services
"Quantitative Researcher, Market Simulator","NJF Global Holdings
4.2","Chicago, IL",Business Services
"Data Scientist - Health Outcomes, Advisor","CVS Health
2.9","Northbrook, IL",Health Care
Talent Acquisition Vendor & Analytics Manager - Virtual,"PeopleReady
3.4","Chicago, IL",Business Services
"Quantitative Research Analyst, PhD",Financial Services Company,"Chicago, IL",-1
Data Engineer - RBD,"Martin-Brower
3.5","Des Plaines, IL",Business Services
Jr. Business Intelligence Analyst,"IFG Companies
2.9","Chicago, IL",Insurance
"Staff Software Scientist, Reproductive Health","Thermo Fisher Scientific
3.4","Chicago, IL",Biotech & Pharmaceuticals
"Data Engineer, Virtualization","Northern Trust
3.7","Chicago, IL",Finance
Reporting and Data Analyst - (North American Collections Analytics for Data and Analytics),"BMO
3.2","Chicago, IL",Finance
Analytics Manager,"Smith Hanley Associates
4.5","Chicago, IL",Business Services
Data Scientist Consultant,"Capgemini
3.8","Chicago, IL",Information Technology
Data Engineer (remote),"Thrivent
3.3","Chicago, IL",Insurance
Data Engineer,"GoHealth
3.2","Chicago, IL",Health Care
Environmental Scientist/Engineer (Jr. Level),"Tetra Tech, Inc.
3.7","Chicago, IL",Business Services
Data Analytics Manager,"Saggezza
2.6","Chicago, IL",Information Technology
"AI/ML ,Data Engineer","Themesoft Inc
3.9","Chicago, IL",Information Technology
Provider Analytics Data Analyst,"VIVA USA INC
4.6","Chicago, IL",Information Technology
Chief Data Scientist,"Uptake
2.2","Chicago, IL",Information Technology
Computer Vision / Deep Learning Scientist,"Tempus Labs
3.2","Chicago, IL",Biotech & Pharmaceuticals
Associate Food Scientist - Future Opportunities Summer,"Conagra Brands
3.6","Chicago, IL",Manufacturing
Data Engineer-SQL-PLSQL-HANA,"ServiceNow, Inc.
3.7","Chicago, IL",Information Technology
Environmental Scientist/Engineer (Mid-Level),"Tetra Tech, Inc.
3.7","Chicago, IL",Business Services
"Quantitative Researcher, Commodity Options","DRW Trading Group
3.9","Chicago, IL",Finance
Data Analyst,"Fast Switch, LTD
4.3","Northbrook, IL",Information Technology
"Associate Research Scientist (Senior Scientist)- Protein HPLC ( SEC , IEX , RP )","Pharmaceutical Product Development
3.7","Chicago, IL",Biotech & Pharmaceuticals
Translational Scientist Liaison,"Caris Life Sciences
2.9","Chicago, IL",Business Services
Data & Analytics Consultant |,"Systems Evolution
4.6","Chicago, IL",Business Services
"Senior Scientist, Decision Sciences","Epsilon
3.4","Chicago, IL",Business Services
Business Intelligence Analyst,"PDI
3.5","Chicago, IL",-1
Pricing Strategy and Analytics Manager,"MillerCoors
3.5","Chicago, IL",Manufacturing
Data Analyst / Business Lead Generation Specialist [Part-Time],"BankFinancial
2.5","Downers Grove, IL",Finance
Visiting Undergraduate Affairs Data Analyst - Office of the Vice Provost for Undergraduate Affairs & Academic Programs,"University of Illinois at Chicago
4.1","Chicago, IL",Education
Data Analyst,"Kelly Mitchell Group
3.6","Downers Grove, IL",Business Services
Data Analyst,"Kforce
4.1","Evanston, IL",Business Services
"Data Modeler, JLL Technologies","JLL
3.7","Chicago, IL",Real Estate
"Data Analyst, Tax (Affordable Care Act) (ACA) (Manager) (Multiple Positions)","EY
3.8","Chicago, IL",Accounting & Legal
